ID	TARGET	TEXT	STANCE	CLEAN_SENTENCES	SEGMENT_SENTENCES
72	IphoneSE	iPhone SE的上市，新款系列也应运而生了。	NONE	 的上市 新款系列也应运而生了 	的,上市,新款,系列,也,应运,应运而生,了
73	IphoneSE	用了五年爱疯4的胖子终于等到了适合他的机型  爱疯se…	FAVOR	用了五年爱疯 的胖子终于等到了适合他的机型 爱疯 	用,了,五年,爱,疯,的,胖子,终于,等到,了,适合,他,的,机型,爱,疯
74	IphoneSE	洗洗睡吧。。丑到没朋友的表带。和5S一摸一样的SE。虽然首批有中国。但是一点都不期待。晚安	AGAINST	洗洗睡吧 丑到没朋友的表带 和 一摸一样的 虽然首批有中国 但是一点都不期待 晚安	洗洗,睡,吧,丑,到,没,朋友,的,表带,和,一,摸,一样,的,虽然,首批,有,中国,但是,一点,都,不期,期待,晚安
75	IphoneSE	丑爆了  丑爆了  丑爆了	AGAINST	丑爆了 丑爆了 丑爆了	丑,爆,了,丑,爆,了,丑,爆,了
76	IphoneSE	买了iPhone SE 你是否会跳过iPhone 7升级?：对于很多人来说，iPhone SE却是“最好”的选择	FAVOR	买了 你是否会跳过 升级 对于很多人来说 却是 最好 的选择	买,了,你,是否,会,跳,过,升级,对于,很多,人,来说,却是,最好,的,选择
77	IphoneSE	这功能算是很强大了	FAVOR	这功能算是很强大了	这,功能,算是,很,强大,了
78	IphoneSE	卖了PLUS入了SE，感觉好轻松啊	FAVOR	卖了 入了 感觉好轻松啊	卖,了,入,了,感觉,好,轻松,啊
79	IphoneSE	就是爱4寸，上手良好屏幕无异常。	FAVOR	就是爱 寸 上手良好屏幕无异常 	就是,爱,寸,上手,良好,屏幕,无异,异常
80	IphoneSE	听说iPhoneSE回归5的屏幕，掷地有声一句：老娘就知道！当初5S给自己摔了，恨不得重新买一个。最后因为价格和6差不多，再加上貌似要停产5的消息....终于等回一手掌握的日子了	FAVOR	听说 回归 的屏幕 掷地有声一句 老娘就知道 当初 给自己摔了 恨不得重新买一个 最后因为价格和 差不多 再加上貌似要停产 的消息 终于等回一手掌握的日子了	听说,回归,的,屏幕,掷地有声,有声,一句,老娘,就,知道,当初,给,自己,摔,了,恨不得,不得,重新,买,一个,最后,因为,价格,和,差不多,不多,再加,加上,貌似,要,停产,的,消息,终于,等,回,一手,手掌,掌握,的,日子,了
81	IphoneSE	总体来说还是不错的，毕竟这个价钱能有这么高的配置，可能屏幕小了些，但对于喜欢小屏，单手操作的来说还是很不错的	FAVOR	总体来说还是不错的 毕竟这个价钱能有这么高的配置 可能屏幕小了些 但对于喜欢小屏 单手操作的来说还是很不错的	总体,来说,还是,不错,的,毕竟,这个,价钱,能,有,这么,高,的,配置,可能,屏幕,小,了,些,但,对于,喜欢,小,屏,单手,单手操作,操作,的,来说,还是,很,不错,的
82	IphoneSE	iphone SE的推出，估计不是因为5s压了太多库存就是为了节省开模费用。大屏当道的移动互联时代，4寸小屏重出江湖，逆的不仅是市场潮流，更是人性和习惯，这显然犯了营销大忌。库克领导下的苹果，当乔布斯时代光环褪却后还能走多远，令人堪忧。	AGAINST	 的推出 估计不是因为 压了太多库存就是为了节省开模费用 大屏当道的移动互联时代 寸小屏重出江湖 逆的不仅是市场潮流 更是人性和习惯 这显然犯了营销大忌 库克领导下的苹果 当乔布斯时代光环褪却后还能走多远 令人堪忧 	的,推出,估计,不是,是因为,因为,压,了,太多,库存,就是,为了,节省,开,模,费用,大,屏,当,道,的,移动,互联,时代,寸,小,屏,重出,重出江湖,江湖,逆,的,不仅,是,市场,潮流,更是,人性,和,习惯,这,显然,犯,了,营销,大忌,库克,领导,下,的,苹果,当,乔布,乔布斯,布斯,斯时,时代,光环,褪,却,后,还,能,走,多,远,令人,令人堪忧,堪忧
83	IphoneSE	跑分软件安兔兔正式放出了iPhone SE的跑分信息，虽然这款手机身材娇小，但是性能方面却是相当恐怖，64GB版本iPhone SE在安兔兔上跑出了13.4万分的成绩，直逼三星S7、小米5等一众安卓旗舰。值得一提的是iPhone SE的内存也证实是2GB。	FAVOR	跑分软件安兔兔正式放出了 的跑分信息 虽然这款手机身材娇小 但是性能方面却是相当恐怖 版本 在安兔兔上跑出了 万分的成绩 直逼三星 小米 等一众安卓旗舰 值得一提的是 的内存也证实是 	跑,分,软件,安,兔,兔,正式,放出,了,的,跑,分信,信息,虽然,这款,手机,机身,身材,娇小,但是,性能,方面,却是,相当,恐怖,版本,在,安,兔,兔,上,跑,出,了,万分,的,成绩,直逼,三星,小米,等,一,众,安,卓,旗舰,值得,值得一提,值得一提的是,的,内存,也,证实,实是
84	IphoneSE	把 iPhone 6s plus 给了少爷，自己换了 iPhone SE 玫瑰金和 iPad Pro 凑一对儿～感觉今年的自己冒着粉红泡泡的少女心......头一次没选择同步备份而是设置成了新 iPhone，在放哪些 App 怎么放上认真思考了下，摈弃了需要大屏体验的选择，一屏幕效率一屏幕生活～所有的需要观感体验的都丢去 Pro 上了～	NONE	把 给了少爷 自己换了 玫瑰金和 凑一对儿 感觉今年的自己冒着粉红泡泡的少女心 头一次没选择同步备份而是设置成了新 在放哪些 怎么放上认真思考了下 摈弃了需要大屏体验的选择 一屏幕效率一屏幕生活 所有的需要观感体验的都丢去 上了 	把,给,了,少爷,自己,换,了,玫瑰,金和,凑,一对,儿,感觉,今年,的,自己,冒,着,粉红,泡泡,的,少女,心,头,一次,没,选择,同步,备份,而是,设置,设置成,了,新,在,放,哪些,怎么,放上,认真,认真思考,思考,了,下,摈弃,了,需要,大,屏,体验,的,选择,一,屏幕,效率,一,屏幕,生活,所有,的,需要,观感,体验,的,都,丢去,上,了
85	IphoneSE	对于SE，没有想买的欲望。。。	AGAINST	对于 没有想买的欲望 	对于,没有,想买,的,欲望
86	IphoneSE	什么鬼！还se 乔帮主在世的话绝对不会用这么奇葩的名儿，更不会一会儿产个大屏，一会儿弄个小屏，时不时还整个中不溜，外观耍花样系统却无任何实质性的突破，看来Steve Jobs的理念都快被抛弃差不多了   用来用去都觉得乔帮主的4s最经典，还是决定好好爱护我的小黑	AGAINST	什么鬼 还 乔帮主在世的话绝对不会用这么奇葩的名儿 更不会一会儿产个大屏 一会儿弄个小屏 时不时还整个中不溜 外观耍花样系统却无任何实质性的突破 看来 的理念都快被抛弃差不多了 用来用去都觉得乔帮主的 最经典 还是决定好好爱护我的小黑	什么,鬼,还,乔帮主,帮主,在世,的话,绝对,不会,会用,这么,奇葩,的,名儿,更,不会,一会,一会儿,会儿,产,个,大,屏,一会,一会儿,会儿,弄,个,小,屏,时不时,不时,还,整个,中不溜,外观,耍花样,花样,系统,却,无任,任何,实质,实质性,的,突破,看来,的,理念,都,快,被,抛弃,差不多,不多,了,用来,用来用去,来用,用去,都,觉得,乔帮主,帮主,的,最,经典,还是,决定,定好,好好,爱护,我,的,小黑
87	IphoneSE	问朋友是买iphone SE还是6S，他说SE，想分期，可是最多分期是三期。不知道五一有没有促销呢。	NONE	问朋友是买 还是 他说 想分期 可是最多分期是三期 不知道五一有没有促销呢 	问,朋友,是,买,还是,他,说,想,分期,可是,最多,多分,分期,是,三期,不知,知道,五一,有没有,没有,促销,呢
88	IphoneSE	醒了看看新闻，iPhoneSE配置还行，外观有一点失望了，继续睡	AGAINST	醒了看看新闻 配置还行 外观有一点失望了 继续睡	醒,了,看看,新闻,配置,还行,外观,有,一点,失望,了,继续,睡
89	IphoneSE	SE很赞，4S是最经典的一部手机，5S是苹果做得最好看的一部手机。SE结合了5S好看的外观和6S更优秀的配置，是一次很不错的升级。	FAVOR	 很赞 是最经典的一部手机 是苹果做得最好看的一部手机 结合了 好看的外观和 更优秀的配置 是一次很不错的升级 	很,赞,是,最,经典,的,一部,部手机,手机,是,苹果,做,得,最好,好看,的,一部,部手机,手机,结合,了,好看,的,外观,和,更优,优秀,的,配置,是,一次,很,不错,的,升级
90	IphoneSE	找室友去吃火锅，他说要攒钱买iPhone SE 不去了。问他怎么攒钱，是不是有兼职可以介绍给我。“PSV和游戏带卖了1200，” / “然后呢？” / “然后我爸给我打了3500。” / 。。。	NONE	找室友去吃火锅 他说要攒钱买 不去了 问他怎么攒钱 是不是有兼职可以介绍给我 和游戏带卖了 然后呢 然后我爸给我打了 	找,室友,去,吃火锅,火锅,他,说,要,攒钱,买,不,去,了,问,他,怎么,攒钱,是不是,不是,有,兼职,可以,介绍,给,我,和,游戏,带,卖,了,然后,呢,然后,我,爸,给,我,打,了
91	IphoneSE	hi~ 各位早上好~ 今天凌晨，苹果公司发布了最新款的iPhone SE手机。长得跟5S一样，回归了小屏，却有着一颗6S的心，性能堪比6S，国行最低3288元成为了史上最便宜的iPhone，而且中国也在3月31日的首发名单中，据称这回是剑指安卓。。。不过，小屏回得去吗？用安卓的你会买吗？	NONE	 各位早上好 今天凌晨 苹果公司发布了最新款的 手机 长得跟 一样 回归了小屏 却有着一颗 的心 性能堪比 国行最低 元成为了史上最便宜的 而且中国也在 月 日的首发名单中 据称这回是剑指安卓 不过 小屏回得去吗 用安卓的你会买吗 	各位,早上,早上好,上好,今天,凌晨,苹果,苹果公司,公司,发布,了,最新,最新款,新款,的,手机,长,得,跟,一样,回归,了,小,屏,却,有着,一颗,的,心,性能,堪,比,国,行,最低,元,成为,为了,史,上,最,便宜,的,而且,中国,也,在,月,日,的,首发,名单,中,据称,这回,是,剑,指,安,卓,不过,小,屏,回得,回得去,吗,用,安,卓,的,你,会,买,吗
92	IphoneSE	你们有钱你们买 我就看看  399刀其实性价比挺高的	FAVOR	你们有钱你们买 我就看看 刀其实性价比挺高的	你们,有钱,你们,买,我,就,看看,刀,其实,性价比,挺,高,的
93	IphoneSE	虽然你长得好看，可是你太黄了。	AGAINST	虽然你长得好看 可是你太黄了 	虽然,你,长,得,好看,可是,你,太,黄,了
94	IphoneSE	哇 今日放晚学翻到屋企 一进入自己房间第一眼就见到一台iphonese5放系我写字台	NONE	哇 今日放晚学翻到屋企 一进入自己房间第一眼就见到一台 放系我写字台	哇,今日,放,晚学,翻到,屋企,一,进入,自己,房间,第一,第一眼,一眼,就,见到,一台,放,系,我,写字,写字台
95	IphoneSE	苹果今晨发布iPhone SE，外型沿用5s，性能翻倍；4英寸屏幕搭载A9处理器，后置1200万像素摄像头，支持Live Photos与Apple Pay，很遗憾并不支持3D Touch；16GB和64GB国行售价分别为3288元和4088元。	AGAINST	苹果今晨发布 外型沿用 性能翻倍 英寸屏幕搭载 处理器 后置 万像素摄像头 支持 与 很遗憾并不支持 和 国行售价分别为 元和 元 	苹果,今晨,发布,外型,沿用,性能,翻倍,英寸,屏幕,搭载,处理,处理器,理器,后置,万,像素,摄像,摄像头,像头,支持,与,很,遗憾,并,不支,支持,和,国,行,售价,分别,为,元,和,元
96	IphoneSE	再过两周，苹果新机iPhone SE就要上市了，这是苹果在“中低端”市场的又一次试水，是总结过iPhone5C失败经验后的又一次起航，但iPhone SE的市场前景很难令人放心	NONE	再过两周 苹果新机 就要上市了 这是苹果在 中低端 市场的又一次试水 是总结过 失败经验后的又一次起航 但 的市场前景很难令人放心	再过,两周,苹果,新机,就要,上市,了,这,是,苹果,果在,中低,中低端,低端,市场,的,又,一次,试,水,是,总结,结过,失败,经验,后,的,又,一次,起航,但,的,市场,市场前景,前景,很,难,令人,放心
97	IphoneSE	前两天陪朋友去看iphone se,最关心黄屏问题，销售人员解释这是苹果特意为亚洲人调的暖屏，我就随口问了句为什么旁边的Iphone6S为什么不暖。问完我分明从销售人员的眼中读到了“你TMD是来闹事的吧？！”	NONE	前两天陪朋友去看 最关心黄屏问题 销售人员解释这是苹果特意为亚洲人调的暖屏 我就随口问了句为什么旁边的 为什么不暖 问完我分明从销售人员的眼中读到了 你 是来闹事的吧 	前两天,两天,陪,朋友,去,看,最,关心,黄,屏,问题,销售,人员,解释,这,是,苹果,特意,意为,亚洲,人,调,的,暖,屏,我,就,随口,问,了,句,为什么,什么,旁边,的,为什么,什么,不,暖,问,完,我,分明,从,销售,人员,的,眼中,读到,了,你,是,来,闹事,的,吧
98	IphoneSE	iPhoneSE 和5S区别好像只有玫瑰金	AGAINST	 和 区别好像只有玫瑰金	和,区别,好像,只有,玫瑰,金
99	IphoneSE	iPhone SE续航真是赞，一天都不用充电，一上午待机都是100%	FAVOR	 续航真是赞 一天都不用充电 一上午待机都是 	续航,真是,赞,一天,天都,不用,充电,一上,一上午,上午,待机,都,是
100	IphoneSE	有些东西看久了会腻，有些东西却越看越顺眼。曾经对iPhone5的板砖设计翻白眼的我现在也会想要一台SE了。说白了感情好像也是这么回事。我问过我哥怎么跟嫂子在一起的，他说追到了就在一起了呗。是啊追到了就好其他好像也没有什么要考虑的。真的没有吗。只要越看越顺眼就好了，对吗。	FAVOR	有些东西看久了会腻 有些东西却越看越顺眼 曾经对 的板砖设计翻白眼的我现在也会想要一台 了 说白了感情好像也是这么回事 我问过我哥怎么跟嫂子在一起的 他说追到了就在一起了呗 是啊追到了就好其他好像也没有什么要考虑的 真的没有吗 只要越看越顺眼就好了 对吗 	有些,东西,看,久,了,会,腻,有些,东西,却,越,看,越,顺眼,曾经,对,的,板砖,设计,翻白,翻白眼,白眼,的,我,现在,也,会,想要,一台,了,说白,说白了,感情,好像,也,是,这么,这么回事,回事,我,问,过,我,哥,怎么,跟,嫂子,在,一起,的,他,说,追到,了,就,在,一起,了,呗,是,啊,追到,了,就,好,其他,好像,也,没有,什么,要,考虑,的,真的,没有,吗,只要,越,看,越,顺眼,就,好,了,对,吗
