ID	TARGET	TEXT	CLEAN_SENTENCES	SEGMENT_SENTENCES
50	IphoneSE	在大屏时代，小屏手机还有需求吗？这是很多人疑惑的，但事实上，大屏时代后很多人反而想有一款能单手操作，方面携带的小屏手机。4寸iPhone SE 发货已经变更为“2-3 周”。在许多国家都开始大缺货。安卓阵营里，可以说这次努比亚紧跟需求，快速推出nubia Z11 mini满足消费者需求。http://t.cn/RqCP5q0	在大屏时代 小屏手机还有需求吗 这是很多人疑惑的 但事实上 大屏时代后很多人反而想有一款能单手操作 方面携带的小屏手机 寸 发货已经变更为 周 在许多国家都开始大缺货 安卓阵营里 可以说这次努比亚紧跟需求 快速推出 满足消费者需求 	在,大,屏,时代,小,屏,手机,还有,需求,吗,这,是,很多,人,疑惑,的,但,事实,事实上,大,屏,时代,后,很多,人,反而,想有,一款,能,单手,单手操作,操作,方面,携带,的,小,屏,手机,寸,发货,已经,经变,变更,更为,周,在,许多,多国,国家,都,开始,大,缺货,安,卓,阵营,营里,可以,说,这次,努比亚,比亚,紧跟,需求,快速,推出,满足,消费,消费者,需求
51	IphoneSE	极客头条：没有 Home 键的 iPhone 7，你能接受吗；Facebook 新总部将因为全球变暖而消失；中国壕老板又外出收编足球队了；小屏 iPhone SE 销量差：中国居然是最惨的?特斯拉也要用上三星摄像头了？	极客头条 没有 键的 你能接受吗 新总部将因为全球变暖而消失 中国壕老板又外出收编足球队了 小屏 销量差 中国居然是最惨的 特斯拉也要用上三星摄像头了 	极,客,头条,没有,键,的,你,能,接受,吗,新,总部,部将,因为,全球,变暖,而,消失,中国,壕,老板,又,外出,收编,足球,足球队,球队,了,小,屏,销量,量差,中国,居然,是,最惨,的,特斯,特斯拉,斯拉,也,要用,上三,三星,摄像,摄像头,像头,了
52	IphoneSE	【【视频直播】iPhone SE & 9.7 英寸 iPad Pro 上手】全国最快的 iPhone SE 和 9.7 英寸 iPad Pro 开箱上手直播来啦。 http://t.cn/RqzAwv5	 视频直播 英寸 上手 全国最快的 和 英寸 开箱上手直播来啦 	视频,直播,英寸,上手,全国,最快,的,和,英寸,开箱,上手,直播,来,啦
53	IphoneSE	来自IHS的数据显示，iPhone 6s Plus的制造成本为236美元，和iPhone SE相比增加了48%，然而这款大屏手机的定价高达749美元。从性价比角度分析，iPhone 6s Plus手机比iPhone SE价格高出了350美元，虽然制造成本只增加了48%，但是消费者却接受了88%的溢价。http://t.cn/RqfUIz6	来自 的数据显示 的制造成本为 美元 和 相比增加了 然而这款大屏手机的定价高达 美元 从性价比角度分析 手机比 价格高出了 美元 虽然制造成本只增加了 但是消费者却接受了 的溢价 	来自,的,数据,显示,的,制造,造成,成本,为,美元,和,相比,比增,增加,了,然而,这款,大,屏,手机,的,定价,价高,高达,美元,从,性价比,角度,分析,手机,比,价格,高出,了,美元,虽然,制造,造成,成本,只,增加,了,但是,消费,消费者,却,接受,了,的,溢价
54	IphoneSE	我就是非常喜欢iPhoneSE	我就是非常喜欢 	我,就是,是非,非常,喜欢
55	IphoneSE	美国CNBC网站周一援引中国零售商的数据称，苹果公司4英寸新机iPhone SE中国市场预订量已突破340万部。如果中国市场的预订量准确，这可能意味着业界对iPhone SE的期望值过低。因为华尔街之前曾预计，iPhone SE今年全球销量也只有1000万部至1500万部。http://t.cn/RqzRGJL	美国 网站周一援引中国零售商的数据称 苹果公司 英寸新机 中国市场预订量已突破 万部 如果中国市场的预订量准确 这可能意味着业界对 的期望值过低 因为华尔街之前曾预计 今年全球销量也只有 万部至 万部 	美国,网站,周一,援引,中国,零售,零售商,的,数据,据称,苹果,苹果公司,公司,英寸,新机,中国,市场,预订,量,已,突破,万部,如果,中国,市场,的,预订,量,准确,这,可能,意味,意味着,业界,对,的,期望,期望值,过,低,因为,华尔街,之前,曾,预计,今年,全球,销量,也,只有,万部,至,万部
56	IphoneSE	【你是那百分之几？】苹果发布数据，截至4月18日，iOS9的使用率为84%，剩下的11%为iOS8，还有5%为更早版本！苹果认为，iOS9能达到84%的使用率，两大功臣是iPhone SE和9.7寸的iPad。另外，6月13日举行的全球开发者大会，苹果有可能发布iOS10，并将在9月发布的iPhone 7上运行！	 你是那百分之几 苹果发布数据 截至 月 日 的使用率为 剩下的 为 还有 为更早版本 苹果认为 能达到 的使用率 两大功臣是 和 寸的 另外 月 日举行的全球开发者大会 苹果有可能发布 并将在 月发布的 上运行 	你,是,那,百分,百分之,百分之几,苹果,发布,数据,截至,月,日,的,使用,使用率,用率,为,剩下,的,为,还有,为,更早,版本,苹果,认为,能,达到,的,使用,使用率,用率,两,大功,功臣,是,和,寸,的,另外,月,日,举行,的,全球,开发,开发者,大会,苹果,有,可能,发布,并,将,在,月,发布,的,上,运行
57	IphoneSE	Iphone 5s现在真的好便宜啊…所以我是买5s还是SE呢…（SE不支持4G+）	 现在真的好便宜啊 所以我是买 还是 呢 不支持 	现在,真的,好,便宜,啊,所以,我,是,买,还是,呢,不支,支持
58	IphoneSE	而且5s出了这么几年了，到se，制造工艺的进步和组装链的越加成熟，我不太相信se会出这种连5s都没有的问题	而且 出了这么几年了 到 制造工艺的进步和组装链的越加成熟 我不太相信 会出这种连 都没有的问题	而且,出,了,这么,几年,了,到,制造,工艺,的,进步,和,组装,链,的,越加,加成,成熟,我,不,太,相信,会,出,这种,连,都,没有,的,问题
59	IphoneSE	最新款iphone SE ！！！16g粉3310、16g金3300、16g白3310、64g粉4020、64g金4080、64g白4220、64g灰4150。	最新款 粉 金 白 粉 金 白 灰 	最新,最新款,新款,粉,金,白,粉,金,白,灰
60	IphoneSE	【iPhone SE，“国产机的噩梦来了”】①iPhone SE号称“史上最强大”4英寸iPhone，有着5系列的尺寸，CPU是5s的两倍，GPU是5s的三倍；②史上最便宜的iPhone：中国区售价为3288元（16G），4088元（64G）；③iPad Pro变小④在苹果支付、首发地区、环保节能、用户习惯等方面，苹果都为中国所想。	 国产机的噩梦来了 号称 史上最强大 英寸 有着 系列的尺寸 是 的两倍 是 的三倍 史上最便宜的 中国区售价为 元 元 变小 在苹果支付 首发地区 环保节能 用户习惯等方面 苹果都为中国所想 	国产,国产机,的,噩梦,来,了,号称,史,上,最强,强大,英寸,有着,系列,的,尺寸,是,的,两倍,是,的,三倍,史,上,最,便宜,的,中国,中国区,售价,为,元,元,变小,在,苹果,支付,首发,地区,环保,节能,用户,习惯,等,方面,苹果,都,为,中国,所想
61	IphoneSE	就随便问问，谁看到iphone SE跟主页君一样第一反应是iphone SQUARE ENIX的	就随便问问 谁看到 跟主页君一样第一反应是 的	就,随便,问问,谁,看到,跟,主页,君,一样,第一,反应,是,的
62	IphoneSE	【苹果发布4寸iPhone SE 小米高管神吐槽】iPhone SE正式亮相，有人认为是一款诚意之作，有人认为，换汤不换药，简直就是应付。对于这样的做法，小米生态链规划总监孙鹏表示，iPhone SE估计是和一汽大众学的，把速腾的1.4T发动机装到老款车型捷达里面，主要是神车标值钱。。。（快科技）	 苹果发布 寸 小米高管神吐槽 正式亮相 有人认为是一款诚意之作 有人认为 换汤不换药 简直就是应付 对于这样的做法 小米生态链规划总监孙鹏表示 估计是和一汽大众学的 把速腾的 发动机装到老款车型捷达里面 主要是神车标值钱 快科技 	苹果,发布,寸,小米,高,管,神,吐,槽,正式,亮相,有人,认为,是,一款,款诚,诚意,之,作,有人,认为,换汤,换汤不换药,不换,换药,简直,就是,应付,对于,这样,的,做法,小米,生态,链,规划,总监,孙,鹏,表示,估计,是,和,一汽,一汽大众,大众,学,的,把,速,腾,的,发动,发动机,动机,装到,老,款,车型,捷达,达里,里面,主要,要是,神,车标,标值,值钱,快,科技
63	IphoneSE	【苹果iPhone SE即将登陆印度：价格略感人】苹果近日已经向印度媒体证实，iPhone SE将于“4月初”登陆印度市场，其起售价为39000印度卢比，约为3802元人民币。如果以官方角度来看，这个价格比iPhone SE的中国内地版要贵600元。……详情点击：http://t.cn/Rq716eS	 苹果 即将登陆印度 价格略感人 苹果近日已经向印度媒体证实 将于 月初 登陆印度市场 其起售价为 印度卢比 约为 元人民币 如果以官方角度来看 这个价格比 的中国内地版要贵 元 详情点击 	苹果,即将,登陆,印度,价格,略,感人,苹果,近日,已经,向,印度,媒体,证实,将,于,月初,登陆,印度,市场,其,起,售价,为,印度,印度卢比,卢比,约,为,元,人民,人民币,如果,以,官方,角度,来看,这个,价格,价格比,的,中国,国内,内地,内地版,要,贵,元,详情,点击
64	IphoneSE	终于等到配置足够又不大的手机了，iphone se，长着iphone5的身体和iphone6的脑子，深空灰，棕色钱包套，一眼秒中。当选择综合症遭遇独一无二，感觉真happy～4.24，生日快乐。谢谢某人，现在还总想着关心我。 http://t.cn/zlAjsuH	终于等到配置足够又不大的手机了 长着 的身体和 的脑子 深空灰 棕色钱包套 一眼秒中 当选择综合症遭遇独一无二 感觉真 生日快乐 谢谢某人 现在还总想着关心我 	终于,等到,配置,足够,又,不大,的,手机,了,长,着,的,身体,和,的,脑子,深空,灰,棕色,钱包,套,一眼,秒,中,当选,选择,综合,综合症,遭遇,独一,独一无二,感觉,真,生日,生日快乐,快乐,谢谢,某人,现在,还,总想,想着,关心,我
65	IphoneSE	【苹果发布4寸iPhone SE，小米高管神吐槽！】iPhone SE的到来，一部分人认为这是一款诚意之作，还有一部分人认为，苹果换汤不换药，简直就是应付。对此，小米生态链规划总监的孙鹏今日在微博上表示：iPhone SE估计是和一汽大众学的，把速腾的1.4T发动机装到老款车型捷达里面，主要是神车标值钱..	 苹果发布 寸 小米高管神吐槽 的到来 一部分人认为这是一款诚意之作 还有一部分人认为 苹果换汤不换药 简直就是应付 对此 小米生态链规划总监的孙鹏今日在微博上表示 估计是和一汽大众学的 把速腾的 发动机装到老款车型捷达里面 主要是神车标值钱 	苹果,发布,寸,小米,高,管,神,吐,槽,的,到来,一部,一部分,部分,人,认为,这,是,一款,款诚,诚意,之,作,还有,一部,一部分,部分,人,认为,苹果,换汤,换汤不换药,不换,换药,简直,就是,应付,对此,小米,生态,链,规划,总监,的,孙,鹏,今日,在,微,博,上表,表示,估计,是,和,一汽,一汽大众,大众,学,的,把,速,腾,的,发动,发动机,动机,装到,老,款,车型,捷达,达里,里面,主要,要是,神,车标,标值,值钱
66	IphoneSE	为什么4英寸iPhone SE上不支持3D Touch？：iPhone SE上没有3D Touch你会觉得这是一个遗憾吗？http://t.cn/RqPEEcc	为什么 英寸 上不支持 上没有 你会觉得这是一个遗憾吗 	为什么,什么,英寸,上,不支,支持,上,没有,你,会,觉得,这,是,一个,遗憾,吗
67	IphoneSE	镶颗钻石直接卖两万，真笨死了苹果。不懂中国人买苹果的心理 //【根本没人买！iPhone SE首周销量倒数第一】 http://t.cn/Rq4PeGl（分享自 @一点资讯）	镶颗钻石直接卖两万 真笨死了苹果 不懂中国人买苹果的心理 根本没人买 首周销量倒数第一 分享自 一点资讯 	镶,颗,钻石,直接,卖,两万,真笨,笨死,笨死了,苹果,不,懂,中国,国人,买,苹果,的,心理,根本,没人,买,首,周,销量,倒数,倒数第,数第一,第一,分享,自,一点,资讯
68	IphoneSE	市研机构 Localytics 刚刚公布了上市三周后 iPhone SE 在不同国家的销售情况。苹果这款 4 英寸旗舰机在英国、法国等欧洲国家表现最好，采用率达到 1%，而在中国市场只有 0.2% 的采用率。但抛开地区之间的差异，iPhone SE 只是小屏玩家的旗舰，而不是大众用户的旗舰。	市研机构 刚刚公布了上市三周后 在不同国家的销售情况 苹果这款 英寸旗舰机在英国 法国等欧洲国家表现最好 采用率达到 而在中国市场只有 的采用率 但抛开地区之间的差异 只是小屏玩家的旗舰 而不是大众用户的旗舰 	市,研,机构,刚刚,公布,了,上市,三周,后,在,不同,同国,国家,的,销售,情况,苹果,这款,英寸,旗舰,旗舰机,在,英国,法国,等,欧洲,国家,表现,最好,采用,采用率,用率,达到,而,在,中国,市场,只有,的,采用,采用率,用率,但,抛开,开地,地区,之间,的,差异,只是,小,屏,玩家,的,旗舰,而,不是,大众,用户,的,旗舰
69	IphoneSE	跟邻居们讨论，发现大多数人现在认可且也在用华为～最让人称齐的是，那么多人有一个用锤子手机～//新浪网友:不是他经理差，人家拿钱的，昧着良心发帖的//【小屏iPhone SE销量差:中国居然是最惨的?】	跟邻居们讨论 发现大多数人现在认可且也在用华为 最让人称齐的是 那么多人有一个用锤子手机 新浪网友 不是他经理差 人家拿钱的 昧着良心发帖的 小屏 销量差 中国居然是最惨的 	跟,邻居,邻居们,讨论,发现,大多,大多数,多数,数人,现在,认可,且,也,在,用,华为,最让人,人称,齐,的,是,那么,多,人,有,一个,用,锤子,手机,新浪,新浪网,网友,不是,他,经理,差,人家,拿,钱,的,昧着良心,良心,发帖,的,小,屏,销量,量差,中国,居然,是,最惨,的
70	IphoneSE	中国人买苹果要的是什么东西。se并不是他们要的。只要苹果的外观跟其他型号不一样，价格够高。就一定会有市场。外观必须不一样，价格一定要高大上。	中国人买苹果要的是什么东西 并不是他们要的 只要苹果的外观跟其他型号不一样 价格够高 就一定会有市场 外观必须不一样 价格一定要高大上 	中国,国人,买,苹果,要,的,是,什么,东西,并,不是,他们,要,的,只要,苹果,的,外观,跟,其他,型号,不一,一样,价格,够,高,就,一定,定会,有,市场,外观,必须,不一,一样,价格,一定,定要,高大,上
71	IphoneSE	【苹果发布iPhone SE 酷似iPhone 5s】今晨苹果发布新品：1.发布iPhone SE，外型酷似5s；4英寸屏幕搭载A9处理器，后置1200万像素摄像头；3月24日开始预订，首发地区包含中国大陆，16GB国行售价3288元。2. 发布9.7英寸iPad Pro。3.Apple Watch售价降至2288元。4.发布iOS9.3:增加护眼模式，备忘录可加密。	 苹果发布 酷似 今晨苹果发布新品 发布 外型酷似 英寸屏幕搭载 处理器 后置 万像素摄像头 月 日开始预订 首发地区包含中国大陆 国行售价 元 发布 英寸 售价降至 元 发布 增加护眼模式 备忘录可加密 	苹果,发布,酷似,今晨,苹果,发布,新品,发布,外型,酷似,英寸,屏幕,搭载,处理,处理器,理器,后置,万,像素,摄像,摄像头,像头,月,日,开始,预订,首发,地区,包含,中国,国大,大陆,国,行,售价,元,发布,英寸,售价,降至,元,发布,增加,加护,护眼,模式,备忘,备忘录,可加,加密
